film,qid,wiki,filmLabel,year,imdb,countryLabel,runtime,genreLabel
http://www.wikidata.org/entity/Q582979,,,Cave of Forgotten Dreams,2011,tt1664894,,90,documentary film
http://www.wikidata.org/entity/Q582979,,,Cave of Forgotten Dreams,2011,tt1664894,,90,documentary film
http://www.wikidata.org/entity/Q3007211,,,Into the Abyss,2011,tt1972663,,107,documentary film
http://www.wikidata.org/entity/Q3007211,,,Into the Abyss,2011,tt1972663,,107,drama film
http://www.wikidata.org/entity/Q3007211,,,Into the Abyss,2011,tt1972663,,107,prison film
http://www.wikidata.org/entity/Q5652974,,,Happy People: A Year in the Taiga,2012,tt1683876,,90,documentary film
http://www.wikidata.org/entity/Q15810832,,,From One Second to the Next,2013,tt3108864,,35,documentary film
http://www.wikidata.org/entity/Q15407746,,,Queen of the Desert,2015,tt1837636,,128,drama film
http://www.wikidata.org/entity/Q15407746,,,Queen of the Desert,2015,tt1837636,,128,drama film
http://www.wikidata.org/entity/Q15407746,,,Queen of the Desert,2015,tt1837636,,128,biographical film
http://www.wikidata.org/entity/Q15407746,,,Queen of the Desert,2015,tt1837636,,128,biographical film
http://www.wikidata.org/entity/Q26821183,,,Into the Inferno,2016,tt4846318,,104,documentary film
http://www.wikidata.org/entity/Q21816277,,,"Lo & Behold, Reveries of the Connected World",2016,tt5275828,,98,documentary film
http://www.wikidata.org/entity/Q21816277,,,"Lo & Behold, Reveries of the Connected World",2016,tt5275828,,98,documentary film
http://www.wikidata.org/entity/Q21027598,,,Salt and Fire,2016,tt4441150,,98,thriller film
http://www.wikidata.org/entity/Q21027598,,,Salt and Fire,2016,tt4441150,,98,thriller film
http://www.wikidata.org/entity/Q15407746,,,Queen of the Desert,2017,tt1837636,,128,drama film
http://www.wikidata.org/entity/Q15407746,,,Queen of the Desert,2017,tt1837636,,128,biographical film
http://www.wikidata.org/entity/Q59725746,,,Meeting Gorbachev,2018,tt8811382,,90,documentary film
http://www.wikidata.org/entity/Q64768559,,,"Family Romance, LLC",2019,tt10208194,,89,drama film
http://www.wikidata.org/entity/Q64768559,,,"Family Romance, LLC",2019,tt10208194,,111,drama film
http://www.wikidata.org/entity/Q73536096,,,Nomad: In the Footsteps of Bruce Chatwin,2019,tt10011296,,,documentary film
http://www.wikidata.org/entity/Q64768559,,,"Family Romance, LLC",2020,tt10208194,,89,drama film
http://www.wikidata.org/entity/Q64768559,,,"Family Romance, LLC",2020,tt10208194,,111,drama film
http://www.wikidata.org/entity/Q104936893,,,Fireball: Visitors from Darker Worlds,2020,tt9203832,,,documentary film
